"N°","Date debut","Date fin","Emplacement","Campagne","Commune","Zone","Format","Regie","Latitude","Longitude"
"159","06-12-2024","05-01-2025","Entrée ville après la gare face centre ville (Face A)","Pass data","Grand Lahou","Interieur","12 M²","EMERGENCE","5.134285","-5.03814"
"160","06-12-2024","05-01-2025","Entrée ville guessabo pas Duekoue sens gare routière","Pass data","Guessabo","Interieur","12 M²","MANDINGO","6.741266","-6.9578102"
"161","06-12-2024","05-01-2025","Entrée ville guessabo par Daloa","Pass data","Guessabo","Interieur","12 M²","MANDINGO","6.7409517","-6.952813"
"162","06-12-2024","05-01-2025","Carrefour mosquée sens aller marché","Pass data","Guitri","Interieur","12 M²","MANDINGO","5.5219166","-5.2413332"
"163","06-12-2024","05-01-2025","A coté de la Brigade de gendarmerie sens Marché","Pass data","Guitri","Interieur","12 M²","MANDINGO","5.5167242","-5.2377246"
"164","06-12-2024","05-01-2025","Quartier rocher rue des maquis , rive opposée au lycée moderne ,150 mètres de la grotte de pèlerin ( Face B)","Pass data","Issia","Interieur","12 M²","MEDIAWAYS","6.48989","-6.58138"
"165","06-12-2024","05-01-2025","Sortie pour Abidjan gare du Burkina ( Face B )","Pass data","Issia","Interieur","12 M²","MEDIAWAYS","6.48359","-6.58683"
"166","06-12-2024","05-01-2025","Sortie pour Abidjan gare du Burkina ( Face A)","Pass data","Issia","Interieur","12 M²","MEDIAWAYS","6.48359","-6.58683"
"167","06-12-2024","05-01-2025","Quartier rocher rue des maquis , rive opposée au lycée moderne ,150 mètres de la grotte de pèlerin ( Face A )","Pass data","Issia","Interieur","12 M²","MEDIAWAYS","6.48989","-6.58138"
"168","06-12-2024","05-01-2025","Issia clôture d’impôts face B","Pass data","Issia","Interieur","12 M²","MEDIAWAYS","6.491394","-6.587514"
"169","06-12-2024","05-01-2025","Issia clôture d’impôts face A","Pass data","Issia","Interieur","12 M²","MEDIAWAYS","6.491394","-6.587514"
"170","06-12-2024","05-01-2025","Hopital general Face conseil general","Pass data","Jacqueville","Grand Abidjan","12 M²","QUARTZ","5.2076175","-4.416781"
"171","06-12-2024","05-01-2025","Carrefour après le coridor","Pass data","Kanawolo","Interieur","12 M²","MANDINGO","8.77821","-5.30576"
"172","06-12-2024","05-01-2025","carrefour avant le coridor","Pass data","Kanawolo","Interieur","12 M²","MANDINGO","8.77821","-5.30576"
"173","06-12-2024","05-01-2025","Quartier Divo Avant carrefour Phcie Marrais face Remblais Don Bosco","Pass data","Koumassi","Grand Abidjan","12 M²","PUBLISTAR","5.302202","-3.957774"
"174","06-12-2024","05-01-2025","PLACE INCHALLAH AVANT FEU PRODOMO COTE GAUCHE","Pass data","Koumassi","Grand Abidjan","12 M²","PUBLISTAR","5.299035","-3.95429"
"175","06-12-2024","05-01-2025","Après pharmacie soleil ,carrefour de la mosquée ligne 32","Pass data","Koumassi","Grand Abidjan","12 M²","MELI’S COM","5.293594","-3.966935"
"176","06-12-2024","05-01-2025","CITE ABRI 2000 EX ORANGE","Pass data","Koumassi","Grand Abidjan","12 M²","PUBLISTAR","5.30646","-3.946115"
"177","06-12-2024","05-01-2025","Carr. Marché DJE KONAN de Koumassi","Pass data","Koumassi","Grand Abidjan","12 M²","PUBLISTAR","5.288388","-3.969218"
"178","06-12-2024","05-01-2025","Centre ville , espace orange station ola carrefour marche - lycée moderne ( Face A )","Pass data","Kouto","Interieur","12 M²","MEDIAWAYS","9.8933474152625","-6.4150253637871"
"179","06-12-2024","05-01-2025","Centre ville , espace orange station ola carrefour marche - lycée moderne ( Face B)","Pass data","Kouto","Interieur","12 M²","MEDIAWAYS","9.89394324518","-6.4150697548527"
"180","06-12-2024","05-01-2025","Centre ville rond point centre culture ( Face A)","Pass data","Kouto","Interieur","12 M²","MEDIAWAYS","9.89224","-6.41122"
"181","06-12-2024","05-01-2025","Centre ville rond point centre culturel ( Face B","Pass data","Kouto","Interieur","12 M²","MEDIAWAYS","9.89224","-6.41122"
"182","06-12-2024","05-01-2025","Grand carrefour Lakota entrée ville face à la gare","Pass data","Lakota","Interieur","12 M²","MANDINGO","5.8746321","-5.674963"
"183","06-12-2024","05-01-2025","Nouveau marche de Marcory, face à Marcory","Pass data","Marcory","Grand Abidjan","12 M²","EMERGENCE","5.300252","-3.975128"
"184","06-12-2024","05-01-2025","Zone 4 face Opéra ( côté distributeur Orange ) (PC)","Pass data","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.295626","-3.990179"
"185","06-12-2024","05-01-2025"," VGE face grd crf marcory","Pass data","Marcory","Grand Abidjan","12 M²","QUARTZ","5.29401","-3.978008"
"186","06-12-2024","05-01-2025","Carrefour Samaritaine face immeuble Evasion","Pass data","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.308739","-3.990002"
"187","06-12-2024","05-01-2025","Blvd de Marseille face restaurant St Germain","Pass data","Marcory","Grand Abidjan","12 M²","PUBLISTAR","5.2749375","-3.9690081"
"188","06-12-2024","05-01-2025","ZONE 4 AVENUE ABDOULAYE SAWADOGO FACE TATA MOTORS	","Pass data","Marcory","Grand Abidjan","12 M²","EMERGENCE","5.286879","-3.979058"
"189","06-12-2024","05-01-2025","Sortie ville pour Abidjan ( Face B )","Pass data","Meagui","Interieur","12 M²","MEDIAWAYS","5.42471","-6.5623"
"190","06-12-2024","05-01-2025","Sortie ville pour Abidjan ( Face A )","Pass data","Meagui","Interieur","12 M²","MEDIAWAYS","5.42471","-6.5623"
"191","06-12-2024","05-01-2025","Centre ville, Rive opposée aux stations PetroIvoire - Petroci ( Face A )","Pass data","Meagui","Interieur","12 M²","MEDIAWAYS","5.42471","-6.5623"
"192","06-12-2024","05-01-2025","Centre ville, Rive opposée aux stations PetroIvoire - Petroci ( Face B)","Pass data","Meagui","Interieur","12 M²","MEDIAWAYS","5.42471","-6.5623"
"193","06-12-2024","05-01-2025","Boulevard Alassane Ouattara , rond point principal ( Face B)","Pass data","Odienne","Interieur","12 M²","MEDIAWAYS","9.5067","-7.55525"
"194","06-12-2024","05-01-2025","Centre ville , Groupe Scolaire Odienné , rive opposée à l’ église catholique , 100 mètres du CHR (Face B)","Pass data","Odienne","Interieur","12 M²","MEDIAWAYS","9.50032","-7.56087"
"195","06-12-2024","05-01-2025","Entrée venant d Abidjan carrefour lycée moderne ( Face A)","Pass data","Odienne","Interieur","12 M²","MEDIAWAYS","9.48744","-7.56293"
"196","06-12-2024","05-01-2025","Centre ville , Groupe Scolaire Odienné , rive opposée à l’ église catholique , 100 mètres du CHR ( Face A)","Pass data","Odienne","Interieur","12 M²","MEDIAWAYS","9.50032","-7.56087"
"197","06-12-2024","05-01-2025","Boulevard Alassane Ouattara , rond point principal ( Face A)","Pass data","Odienne","Interieur","12 M²","MEDIAWAYS","9.5067","-7.55525"
"198","06-12-2024","05-01-2025","Entrée venant d Abidjan carrefour lycée moderne ( Face B)","Pass data","Odienne","Interieur","12 M²","MEDIAWAYS","9.48744","-7.56293"
"199","06-12-2024","05-01-2025","Route Caréna - sens Plateau - Face Hôtel Sebroko","Pass data","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.331794","-4.030113"
"200","06-12-2024","05-01-2025","SOTRA Lagunaire - face Rue de commerce","Pass data","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.314907","-4.018053"
"201","06-12-2024","05-01-2025","PORTAIL ENTRÉE CATHÉDRALE FACE PALAIS DE JUSTICE ","Pass data","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.331756","-4.01953"
"202","06-12-2024","05-01-2025","Longchamp 2- face Cerle de la RAN -","Pass data","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.325307","-4.0229"
"203","06-12-2024","05-01-2025","Chambre de Commerce","Pass data","Plateau","Grand Abidjan","12 M²","PUBLISTAR","5.319143","-4.018541"
"204","06-12-2024","05-01-2025","Pont Pieton F1","Pass data","Port-Bouet","Grand Abidjan","12 M²","QUARTZ","5.247254","-3.945466"
"205","06-12-2024","05-01-2025","ADJOUFFOU 2ème ARRÊT SENS RETOUR FACE GONZAGUE ","Pass data","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.243939","-3.924731"
"206","06-12-2024","05-01-2025","Ancienne route Bassam apres rond point Anani restaurant délices d'Hélène face Bassam (PC)","Pass data","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.235512","-3.872825"
"207","06-12-2024","05-01-2025","Ancienne route Bassam Sens Aller Complexe Hôtelier Golf Anani face Rond point Anani (PC)","Pass data","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.233686","-3.865605"
"208","06-12-2024","05-01-2025","NOUVELLE VOIE PONT PETIT BASSAM SENS RETOUR VRIDI","Pass data","Port-Bouet","Grand Abidjan","12 M²","MELI’S COM","5.25658","-3.976255"
"209","06-12-2024","05-01-2025","Marché Port-bouet face pharmacie Djigui","Pass data","Port-Bouet","Grand Abidjan","12 M²","PUBLISTAR","5.2577248","-3.9646482"
"210","06-12-2024","05-01-2025","Entrée samo par assinie sens commissariat de samo","Pass data","Samo","Grand Abidjan","12 M²","MANDINGO","5.283144","-3.515758"
"211","06-12-2024","05-01-2025","Cloture église catholique sens Marché","Pass data","Samo","Grand Abidjan","12 M²","MANDINGO","5.282745","-3.521054"
"212","06-12-2024","05-01-2025","Entrée ville , 100 mètres de la gendarmerie ( Face B )","Pass data","Sassandra","Interieur","12 M²","MEDIAWAYS","4.9603","-6.10083"
"213","06-12-2024","05-01-2025","Entrée ville , 100 mètres de la gendarmerie ( Face A )","Pass data","Sassandra","Interieur","12 M²","MEDIAWAYS","4.9603","-6.10083"
"214","06-12-2024","05-01-2025","Centre ville, 40 mètres de King Cash, rive opposée à la station Shell - Ecole maternelle ( Face A )","Pass data","Sassandra","Interieur","12 M²","MEDIAWAYS","4.9512716","-6.0834461"
"215","06-12-2024","05-01-2025","Centre ville, 40 mètres de King Cash, rive opposée à la station Shell - Ecole maternelle ( Face B )","Pass data","Sassandra","Interieur","12 M²","MEDIAWAYS","4.9512716","-6.0834461"
"216","06-12-2024","05-01-2025","Carrefour bimbresso face abidjan","Pass data","Songon","Grand Abidjan","12 M²","QUARTZ","5.341589","-4.15002"
"217","06-12-2024","05-01-2025","Carrefour bimbresso face dabou","Pass data","Songon","Grand Abidjan","12 M²","QUARTZ","5.341589","-4.15002"
"218","06-12-2024","05-01-2025","Centre ville , 100 mètres de la pharmacie Sainte marie , rive opposée au trésor publique ( Face B)","Pass data","Tiassalé","Interieur","12 M²","MEDIAWAYS","5.89315","-4.82166"
"219","06-12-2024","05-01-2025","Centre ville , 100 mètres de la pharmacie Sainte marie , rive opposée au trésor publique ( Face A)","Pass data","Tiassalé","Interieur","12 M²","MEDIAWAYS","5.89301","-4.82738"
"220","06-12-2024","05-01-2025","Sortie ville pour Divo , rive opposée à l’église catholique, fin clôture ONECI ( Face A )","Pass data","Tiassalé","Interieur","12 M²","MEDIAWAYS","5.89315","-4.82166"
"221","06-12-2024","05-01-2025","Sortie ville pour Divo , rive opposée à l’église catholique, fin clôture ONECI ( Face B )","Pass data","Tiassalé","Interieur","12 M²","MEDIAWAYS","5.89315","-4.82166"
"222","06-12-2024","05-01-2025","Descente pont De Gaulle côté gauche face Marcory dos Trivision","Pass data","Treichville","Grand Abidjan","12 M²","PUBLISTAR","5.310199","-4.003989"
"223","06-12-2024","05-01-2025","Carrefour Nanan Yamousso Shell ( côté SEMI FOFANA)","Pass data","Treichville","Grand Abidjan","12 M²","PUBLISTAR","5.30928","-4.005969"
"224","06-12-2024","05-01-2025","Carrefour marché  yabayo","Pass data","Yabayo","Interieur","12 M²","MANDINGO","5.9453894","-6.5996649"
"225","06-12-2024","05-01-2025","Carréfour Yabayo ","Pass data","Yabayo","Interieur","12 M²","MANDINGO","5.9501404","-6.6012419"
"226","06-12-2024","05-01-2025","DF Terrain figayo direction ,sens siporex","Pass data","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.3496482","-4.0732039"
"227","06-12-2024","05-01-2025","Rue princesse sens aller phcie KENEYA	","Pass data","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.346677","-4.071594"
"228","06-12-2024","05-01-2025","AU CARREFOUR DU TERMINUS DU BUS 40 SENS RETOUR DU CINEMA SAGUIDIBA	","Pass data","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.3283065","-4.0765181"
"229","06-12-2024","05-01-2025","Camp millitaire face à la CNPS côté droit sens retour KOUTE Village","Pass data","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.328094","-4.065439"
"230","06-12-2024","05-01-2025","African petrolium face mosquée koudouss	","Pass data","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.347094","-4.085359"
"231","06-12-2024","05-01-2025","Guicharolain face mami adjaoua","Pass data","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.3491517","-4.09518"
"232","06-12-2024","05-01-2025","Paroisse Ste rita  face texaco face 2","Pass data","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.327467","-4.096366"
"233","06-12-2024","05-01-2025","Maison des Jeunes face commissariat du 16eme","Pass data","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.3341","-4.073238"
"234","06-12-2024","05-01-2025","Pharmacie du progrès F2 face pharmacie progrès","Pass data","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.346691","-4.099503"
"235","06-12-2024","05-01-2025","APRES LE CARREFOUR SAPEUR POMPIER AU NIVEAU DU MAQUIS DIAMANT BLEU FACE TERMINUS DU BUS 85","Pass data","Yopougon","Grand Abidjan","12 M²","MELI’S COM","5.326097","-4.059822"
"236","06-12-2024","05-01-2025","Clôture palais face ecole merajea -face 1 ","Pass data","Yopougon","Grand Abidjan","12 M²","MEDIAWAYS","5.3255959","-4.0763816"
"237","06-12-2024","05-01-2025","Niangon sud à gauche montée côté pharmacie theodora   ","Pass data","Yopougon","Grand Abidjan","12 M²","MEDIAWAYS","5.317459","-4.094682"
"238","06-12-2024","05-01-2025","Pharmacie du progrès F1 face oasis","Pass data","Yopougon","Grand Abidjan","12 M²","QUARTZ","5.346691","-4.099503"
"239","05-12-2024","31-12-2024","Axe hôtel ivoire direction blokausso face carrefour blokausso","Franglish en concert live","Cocody","Grand Abidjan","12 M²","JEP COMMUNICATION SARL","5.329053","-4.0011186"
"240","05-12-2024","31-12-2024","Rosier voie du 35eme","Franglish en concert live","Cocody","Grand Abidjan","12 M²","INCONNUE","5.3774053","-3.9632817"
"241","05-12-2024","31-12-2024","Carrefour Affi sens rond point Mel face ambassade du Congo","Franglish en concert live","Cocody","Grand Abidjan","12 M²","ELITE PLUS","5.3935753","-3.9234599"
"242","05-12-2024","31-12-2024","Attoban décente dora ville","Franglish en concert live","Cocody","Grand Abidjan","12 M²","ELITE PLUS","5.3612551","-3.9787235"
"243","05-12-2024","31-12-2024","remblais en face de la cité sic","Franglish en concert live","Koumassi","Grand Abidjan","12 M²","ELITE PLUS","5.303621","-3.96087"
"244","05-12-2024","31-12-2024","après la pharmacie du phare sens copa cabana","Franglish en concert live","Port-Bouet","Grand Abidjan","12 M²","INCONNUE","5.252434","-3.959416"
"245","05-12-2024","21-12-2024","Abobo baoulé clôture groupe scolaire ake loba direction Kennedy mosquée nabintou cisse","Concert Roseline layo 2024","Abobo","Grand Abidjan","12 M²","SELFIE MEDIA","5.423584","-3.991534"
"246","05-12-2024","21-12-2024","ABOBO ROUTE ABOBO BAOULE","Concert Roseline layo 2024","Abobo","Grand Abidjan","12 M²","SELFIE MEDIA","5.4155699","-4.0030557"
"247","05-12-2024","21-12-2024","ANYAMA HOPITAL GENERAL","Concert Roseline layo 2024","Anyama","Grand Abidjan","12 M²","SELFIE MEDIA","5.499911","-4.046335"
"248","05-12-2024","21-12-2024","Attecoube st Joseph sens hôpital général","Concert Roseline layo 2024","Attécoube","Grand Abidjan","12 M²","SELFIE MEDIA","5.351795","-4.034488"
"249","05-12-2024","21-12-2024","COCODY CHU D’ANGRE","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.4014838","-3.9559459"
"250","05-12-2024","21-12-2024","COCODY ABATTA feux NOUVEAU GOUDRON","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.3733872","-3.9295036"
"251","05-12-2024","21-12-2024","COCODY BVD LATRILLE SENS ALLER PETRO","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.417883","-3.973238"
"252","05-12-2024","21-12-2024","Cocody palmeraie playce en provenance du nouveau goudron","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.374361","-3.932956"
"253","05-12-2024","21-12-2024","Cocody bvd de France pont ado en provenance du plateau direction st jean","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.336023","-4.007974"
"254","05-12-2024","21-12-2024","Riviera anono en face de la chefferie sens lider presse","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.341613","-3.974335"
"255","05-12-2024","21-12-2024","COCODY 7EME TRANCHE  FACE ECOLE CATHOLIQUE SENS 81-82","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.39626","-3.986166"
"256","05-12-2024","21-12-2024","COCODY ST AMBROISE SENS CARREFOUR    ANGRE EN FACE DE VICTOR LOBA SENS ALLER PETRO IVOIRE","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.411207","-3.994281"
"257","05-12-2024","21-12-2024","COCODY ST AMBROISE SENS CARREFOUR    ANGRE EN FACE DE VICTOR LOBA SENS ALLER ABOBO BAOULE","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.411207","-3.994281"
"258","05-12-2024","21-12-2024","COCODY Ancien camp akouedo sens Riviera palmeraie école française","Concert Roseline layo 2024","Cocody","Grand Abidjan","12 M²","SELFIE MEDIA","5.354503","-3.950839"
"259","05-12-2024","21-12-2024","TREICHVILLE VGE EN FACE DE SOLIBRA DIR GARE DE BASSAM","Concert Roseline layo 2024","Treichville","Grand Abidjan","12 M²","SELFIE MEDIA","5.301461","-3.994039"
"260","05-12-2024","21-12-2024","Yopougon St Pierre super marché superco sens terminus 27","Concert Roseline layo 2024","Yopougon","Grand Abidjan","12 M²","SELFIE MEDIA","5.32182","-4.087884"
"261","05-12-2024","21-12-2024","Yopougon toit rouge en face du lycée jeune fille direction la poste","Concert Roseline layo 2024","Yopougon","Grand Abidjan","12 M²","SELFIE MEDIA","5.3290678","-4.0495088"
"262","05-12-2024","21-12-2024","YOPOUGON ancien bel air face bel air","Concert Roseline layo 2024","Yopougon","Grand Abidjan","12 M²","SELFIE MEDIA","5.346599","-4.06158"
"263","05-12-2024","21-12-2024","abobodoume sens gare lagunaire","Concert Roseline layo 2024","Yopougon","Grand Abidjan","12 M²","SELFIE MEDIA","5.311787","-4.044109"
